,0.0,2.5,5.0,7.5,10.0,12.5,15.0,17.5,20.0,22.5,25.0,27.5,30.0,32.5,35.0,37.5,40.0,42.5,45.0,atm,dte,close
count,2934.0,2934.0,2934.0,2934.0,2934.0,2934.0,2934.0,2934.0,2934.0,2934.0,2934.0,2934.0,2934.0,2934.0,2934.0,2934.0,2934.0,2934.0,2934.0,2934.0,2934.0,2934.0
mean,0.982378168115008,0.9772322591767795,0.9767712414379465,0.9793404760919331,0.9891487595208186,1.0051008100731407,1.0250914592396585,1.0429759781116117,1.0609711165169877,1.0840234389265173,1.1005956415302225,1.1150896664547847,1.1225584726774296,1.1319612751754107,1.1410512257151948,1.1426829515088852,1.1428228859647473,1.1436073118293075,1.1440059297627418,0.17839400136332595,19.02249488752556,271.62019427402834
std,0.09176969253928066,0.08180186039904586,0.07442980148640857,0.06963114540669241,0.07104088430198474,0.08239644753425425,0.10633899978245229,0.14815028884111506,0.1777442929994501,0.20019548005609897,0.21887640799268962,0.23516523430230699,0.25299171381608604,0.26355284084379604,0.27096559330919967,0.28360689265164374,0.2963874713955392,0.31329322391562225,0.3345717340708578,0.09462738404891803,7.174521046450973,57.0534041710995
min,0.2097902097902098,0.1276595744680851,0.5639097744360901,0.7244094488188976,0.5968992248062015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,8.0,123.27
25%,0.9276723916944374,0.928,0.9308718282368249,0.935483870967742,0.9448274891653065,0.9545454545454545,0.9674796747967479,0.9769583627381793,0.9842360424901185,0.9937692901234568,1.0,1.0,1.0,1.0,1.0,0.9941348973607038,0.9926806769872464,0.9910010907768755,0.9871036965249895,0.124,14.0,242.6625
50%,0.9805825242718448,0.9741379310344828,0.9718870967741935,0.9746835443037974,0.983739837398374,1.0,1.0092402902262056,1.0245398773006136,1.0389613018134716,1.0546699875467,1.0675675675675675,1.0783883426966292,1.0833333333333335,1.0893583042973287,1.0969982078853047,1.0942712605961171,1.0943396226415094,1.0980392156862746,1.0984624706506096,0.154,18.0,261.765
75%,1.0354341285192348,1.0247290640394089,1.02,1.0198019801980196,1.0272727272727273,1.0423430412986394,1.0657111528822054,1.0936175847457628,1.125,1.1537368881118883,1.184492147922999,1.2063492063492063,1.2268541137385187,1.2483105762554965,1.2699143051903787,1.2846243392902088,1.297191722972973,1.3096061308144717,1.3216783216783219,0.196,24.0,300.115
max,1.8497109826589597,1.7142857142857144,1.6647398843930636,1.4137931034482758,1.3628318584070795,1.4597701149425288,1.6597938144329898,1.7547169811320755,1.9805825242718447,1.9174311926605503,2.0505050505050506,2.3508771929824563,2.526315789473684,2.515463917525773,2.2816901408450705,2.2816901408450705,2.2816901408450705,2.918918918918919,3.8909090909090907,0.83,42.0,440.4
0.1,0.8773584905660378,0.8791798805221624,0.8859531378782527,0.8932991452991453,0.9056603773584906,0.9183416762931589,0.9297971491228069,0.9395899402610813,0.9442879499217528,0.9517174745960354,0.9509482481517197,0.945736434108527,0.9363031233998975,0.9312068965517241,0.9279855855855856,0.911158427041054,0.8949473684210525,0.8826388888888889,0.8538011695906431,0.102,9.0,230.208
